type	lat	lon	name	desc
T	44.445140000	11.279230000		
T	44.444720000	11.279140000		
T	44.444200000	11.279020000		
T	44.443780000	11.278920000		
T	44.443490000	11.278850000		
T	44.443150000	11.278770000		
T	44.442770000	11.278690000		
T	44.441490000	11.278390000		
T	44.441190000	11.278320000		
T	44.439290000	11.277900000		
T	44.437720000	11.277540000		
T	44.437150000	11.277420000		
T	44.435390000	11.277020000		
T	44.433450000	11.276560000		
T	44.431320000	11.276110000		
T	44.431300000	11.276110000		
T	44.431280000	11.276100000		
T	44.431260000	11.276100000		
T	44.430670000	11.275940000		
T	44.430510000	11.275900000		
T	44.430110000	11.275770000		
T	44.429880000	11.275700000		
T	44.429620000	11.275600000		
T	44.429370000	11.275500000		
T	44.428970000	11.275330000		
T	44.428760000	11.275230000		
T	44.428490000	11.275090000		
T	44.427870000	11.274750000		
T	44.426950000	11.274200000		
T	44.424600000	11.272800000		
T	44.422200000	11.271450000		
T	44.422000000	11.271340000		
T	44.421560000	11.271090000		
T	44.421200000	11.270880000		
T	44.420190000	11.270310000		
T	44.418790000	11.269520000		
T	44.418530000	11.269370000		
T	44.417790000	11.268950000		
T	44.417360000	11.268720000		
T	44.417060000	11.268570000		
T	44.416920000	11.268490000		
T	44.416620000	11.268350000		
T	44.416180000	11.268180000		
T	44.415950000	11.268100000		
T	44.415900000	11.268080000		
T	44.415870000	11.268070000		
T	44.415790000	11.268050000		
T	44.415750000	11.268030000		
T	44.415480000	11.267930000		
T	44.415180000	11.267830000		
T	44.414720000	11.267660000		
T	44.414230000	11.267490000		
T	44.413860000	11.267370000		
T	44.413100000	11.267110000		
T	44.411000000	11.266400000		
T	44.410810000	11.266340000		
T	44.410180000	11.266120000		
T	44.409330000	11.265820000		
T	44.409020000	11.265710000		
T	44.406780000	11.264930000		
T	44.405520000	11.264490000		
T	44.405220000	11.264380000		
T	44.404660000	11.264200000		
T	44.404250000	11.264050000		
T	44.403940000	11.263930000		
T	44.403580000	11.263770000		
T	44.403370000	11.263660000		
T	44.403160000	11.263540000		
T	44.402810000	11.263340000		
T	44.402470000	11.263110000		
T	44.402080000	11.262830000		
T	44.401770000	11.262570000		
T	44.401330000	11.262220000		
T	44.400910000	11.261870000		
T	44.400520000	11.261540000		
T	44.399820000	11.260970000		
T	44.399390000	11.260660000		
T	44.398990000	11.260370000		
T	44.398620000	11.260150000		
T	44.398270000	11.259950000		
T	44.397830000	11.259720000		
T	44.397430000	11.259540000		
T	44.397090000	11.259390000		
T	44.396760000	11.259260000		
T	44.396400000	11.259140000		
T	44.396100000	11.259060000		
T	44.395800000	11.258990000		
T	44.395460000	11.258910000		
T	44.394990000	11.258850000		
T	44.394860000	11.258830000		
T	44.394840000	11.258830000		
T	44.394690000	11.258810000		
T	44.394380000	11.258780000		
T	44.393700000	11.258750000		
T	44.393470000	11.258750000		
T	44.393250000	11.258760000		
T	44.392770000	11.258820000		
T	44.392680000	11.258830000		
T	44.392510000	11.258850000		
T	44.392490000	11.258860000		
T	44.392350000	11.258880000		
T	44.391690000	11.259010000		
T	44.391650000	11.259010000		
T	44.391580000	11.259030000		
T	44.391560000	11.259030000		
T	44.391470000	11.259050000		
T	44.389970000	11.259370000		
T	44.388710000	11.259560000		
T	44.387680000	11.259700000		
T	44.387150000	11.259720000		
T	44.386960000	11.259730000		
T	44.386770000	11.259740000		
T	44.386620000	11.259760000		
T	44.385580000	11.259800000		
T	44.384670000	11.259820000		
T	44.384020000	11.259780000		
T	44.383630000	11.259750000		
T	44.383350000	11.259730000		
T	44.383080000	11.259720000		
T	44.383050000	11.259710000		
T	44.382700000	11.259680000		
T	44.382440000	11.259660000		
T	44.382090000	11.259610000		
T	44.381710000	11.259530000		
T	44.381360000	11.259480000		
T	44.381090000	11.259420000		
T	44.380870000	11.259370000		
T	44.380410000	11.259270000		
T	44.380050000	11.259150000		
T	44.379560000	11.259020000		
T	44.379000000	11.258850000		
T	44.378710000	11.258750000		
T	44.378600000	11.258720000		
T	44.378490000	11.258690000		
T	44.378320000	11.258630000		
T	44.377510000	11.258360000		
T	44.376670000	11.258100000		
T	44.375960000	11.257890000		
T	44.375440000	11.257740000		
T	44.375130000	11.257660000		
T	44.374770000	11.257560000		
T	44.374760000	11.257560000		
T	44.374180000	11.257410000		
T	44.373500000	11.257290000		
T	44.372750000	11.257200000		
T	44.372610000	11.257190000		
T	44.372370000	11.257170000		
T	44.372280000	11.257160000		
T	44.371970000	11.257150000		
T	44.371680000	11.257130000		
T	44.370830000	11.257140000		
T	44.370320000	11.257170000		
T	44.369630000	11.257250000		
T	44.369370000	11.257280000		
T	44.369110000	11.257330000		
T	44.368790000	11.257410000		
T	44.368250000	11.257550000		
T	44.367950000	11.257650000		
T	44.367760000	11.257710000		
T	44.367530000	11.257800000		
T	44.367210000	11.257920000		
T	44.366730000	11.258110000		
T	44.366260000	11.258310000		
T	44.364910000	11.258900000		
T	44.364410000	11.259130000		
T	44.363710000	11.259430000		
T	44.363240000	11.259660000		
T	44.361590000	11.260390000		
T	44.361350000	11.260500000		
T	44.361110000	11.260610000		
T	44.359470000	11.261340000		
T	44.359430000	11.261360000		
T	44.359250000	11.261440000		
T	44.359220000	11.261450000		
T	44.359070000	11.261510000		
T	44.358070000	11.261960000		
T	44.356950000	11.262470000		
T	44.356480000	11.262670000		
T	44.356130000	11.262830000		
T	44.355340000	11.263200000		
T	44.354960000	11.263350000		
T	44.352590000	11.264420000		
T	44.349990000	11.265580000		
T	44.349190000	11.265950000		
T	44.348440000	11.266280000		
T	44.347090000	11.266880000		
T	44.346300000	11.267230000		
T	44.345960000	11.267380000		
T	44.345470000	11.267580000		
T	44.345070000	11.267740000		
T	44.344840000	11.267830000		
T	44.344370000	11.267970000		
T	44.344120000	11.268040000		
T	44.343700000	11.268130000		
T	44.343460000	11.268150000		
T	44.342930000	11.268180000		
T	44.342670000	11.268180000		
T	44.342270000	11.268150000		
T	44.342000000	11.268100000		
T	44.341700000	11.268040000		
T	44.341430000	11.267960000		
T	44.341240000	11.267910000		
T	44.340930000	11.267800000		
T	44.340630000	11.267660000		
T	44.340310000	11.267510000		
T	44.339960000	11.267300000		
T	44.339740000	11.267170000		
T	44.339460000	11.266960000		
T	44.339280000	11.266820000		
T	44.338920000	11.266480000		
T	44.337690000	11.265190000		
T	44.337390000	11.264860000		
T	44.336380000	11.263610000		
T	44.334940000	11.261890000		
T	44.334830000	11.261780000		
T	44.334250000	11.261180000		
T	44.333050000	11.259960000		
T	44.332440000	11.259430000		
T	44.331900000	11.258960000		
T	44.330890000	11.258190000		
T	44.329760000	11.257530000		
T	44.328340000	11.256820000		
T	44.327230000	11.256340000		
T	44.326050000	11.255820000		
T	44.323840000	11.254670000		
T	44.323440000	11.254450000		
T	44.323000000	11.254200000		
T	44.322810000	11.254080000		
T	44.322370000	11.253810000		
T	44.321040000	11.252910000		
T	44.320290000	11.252330000		
T	44.319580000	11.251850000		
T	44.319250000	11.251640000		
T	44.318570000	11.251230000		
T	44.318060000	11.250980000		
T	44.317660000	11.250810000		
T	44.317060000	11.250630000		
T	44.316390000	11.250480000		
T	44.315730000	11.250430000		
T	44.315200000	11.250420000		
T	44.314380000	11.250440000		
T	44.313640000	11.250490000		
T	44.312330000	11.250570000		
T	44.311780000	11.250510000		
T	44.311230000	11.250450000		
T	44.310750000	11.250320000		
T	44.310260000	11.250190000		
T	44.309840000	11.249990000		
T	44.309410000	11.249790000		
T	44.309100000	11.249600000		
T	44.308810000	11.249400000		
T	44.308580000	11.249240000		
T	44.308400000	11.249090000		
T	44.308110000	11.248820000		
T	44.307810000	11.248540000		
T	44.307660000	11.248400000		
T	44.307510000	11.248250000		
T	44.307400000	11.248150000		
T	44.307290000	11.248050000		
T	44.302250000	11.242790000		
T	44.300480000	11.240920000		
T	44.300250000	11.240670000		
T	44.300070000	11.240450000		
T	44.299860000	11.240170000		
T	44.299660000	11.239880000		
T	44.299470000	11.239570000		
T	44.299320000	11.239290000		
T	44.299180000	11.239020000		
T	44.299050000	11.238730000		
T	44.298940000	11.238480000		
T	44.298820000	11.238200000		
T	44.298710000	11.237870000		
T	44.298590000	11.237470000		
T	44.298480000	11.237030000		
T	44.298370000	11.236550000		
T	44.298220000	11.235640000		
T	44.298060000	11.234590000		
T	44.297780000	11.232970000		
T	44.297550000	11.231710000		
T	44.297420000	11.231050000		
T	44.297010000	11.228970000		
T	44.296890000	11.228430000		
T	44.296760000	11.227860000		
T	44.296460000	11.226600000		
T	44.296160000	11.225340000		
T	44.295830000	11.223980000		
T	44.295580000	11.222920000		
T	44.295500000	11.222600000		
T	44.295240000	11.221400000		
T	44.294980000	11.220240000		
T	44.294840000	11.219650000		
T	44.294790000	11.219450000		
T	44.294740000	11.219240000		
T	44.294730000	11.219210000		
T	44.294240000	11.217300000		
T	44.293930000	11.216240000		
T	44.293890000	11.216120000		
T	44.293890000	11.216120000		
T	44.293910000	11.215910000		
T	44.293910000	11.215870000		
T	44.293860000	11.215670000		
T	44.293810000	11.215420000		
T	44.293740000	11.215160000		
T	44.293580000	11.214470000		
T	44.293320000	11.213560000		
T	44.293110000	11.212860000		
T	44.292870000	11.212170000		
T	44.292700000	11.211710000		
T	44.292490000	11.211210000		
T	44.292260000	11.210700000		
T	44.291920000	11.210120000		
T	44.291570000	11.209580000		
T	44.291100000	11.208960000		
T	44.290490000	11.208180000		
T	44.290490000	11.208180000		
T	44.290300000	11.207930000		
T	44.290250000	11.207860000		
T	44.290220000	11.207830000		
T	44.289610000	11.206970000		
T	44.289600000	11.206960000		
T	44.289540000	11.206890000		
T	44.289490000	11.206830000		
T	44.288210000	11.205250000		
T	44.286310000	11.203150000		
T	44.285890000	11.202650000		
T	44.285380000	11.202090000		
T	44.285260000	11.201950000		
T	44.284570000	11.201180000		
T	44.283370000	11.199890000		
T	44.283070000	11.199550000		
T	44.282980000	11.199440000		
T	44.282310000	11.198780000		
T	44.281770000	11.198250000		
T	44.281320000	11.197870000		
T	44.280920000	11.197570000		
T	44.280520000	11.197320000		
T	44.280080000	11.197060000		
T	44.279570000	11.196810000		
T	44.279240000	11.196660000		
T	44.277650000	11.196010000		
T	44.277080000	11.195700000		
T	44.276150000	11.195220000		
T	44.275080000	11.194420000		
T	44.274260000	11.193770000		
T	44.273390000	11.192870000		
T	44.271920000	11.191160000		
T	44.271290000	11.190490000		
T	44.270540000	11.189740000		
T	44.270210000	11.189410000		
T	44.269520000	11.188780000		
T	44.268500000	11.188050000		
T	44.267500000	11.187560000		
T	44.266980000	11.187360000		
T	44.266250000	11.187160000		
T	44.266160000	11.187140000		
T	44.266110000	11.187130000		
T	44.265920000	11.187090000		
T	44.265540000	11.187060000		
T	44.265150000	11.187040000		
T	44.264710000	11.187050000		
T	44.264410000	11.187050000		
T	44.264030000	11.187110000		
T	44.263610000	11.187160000		
T	44.263130000	11.187290000		
T	44.262570000	11.187470000		
T	44.262250000	11.187610000		
T	44.261770000	11.187800000		
T	44.261360000	11.188020000		
T	44.260910000	11.188280000		
T	44.260450000	11.188520000		
T	44.259690000	11.189040000		
T	44.259680000	11.189040000		
T	44.259140000	11.189360000		
T	44.258900000	11.189540000		
T	44.258560000	11.189750000		
T	44.258200000	11.189980000		
T	44.257380000	11.190500000		
T	44.256520000	11.191050000		
T	44.255830000	11.191440000		
T	44.255330000	11.191710000		
T	44.254720000	11.192020000		
T	44.254260000	11.192230000		
T	44.253840000	11.192410000		
T	44.253330000	11.192610000		
T	44.252730000	11.192810000		
T	44.252240000	11.192950000		
T	44.251730000	11.193070000		
T	44.250930000	11.193190000		
T	44.250290000	11.193240000		
T	44.249780000	11.193240000		
T	44.249460000	11.193230000		
T	44.249080000	11.193210000		
T	44.248820000	11.193180000		
T	44.248550000	11.193140000		
T	44.248180000	11.193090000		
T	44.247850000	11.193020000		
T	44.247410000	11.192910000		
T	44.246920000	11.192760000		
T	44.246060000	11.192430000		
T	44.245760000	11.192290000		
T	44.245370000	11.192090000		
T	44.244970000	11.191890000		
T	44.244580000	11.191660000		
T	44.244450000	11.191590000		
T	44.244150000	11.191380000		
T	44.243900000	11.191200000		
T	44.243830000	11.191150000		
T	44.243660000	11.191030000		
T	44.243430000	11.190850000		
T	44.243270000	11.190720000		
T	44.243040000	11.190520000		
T	44.242820000	11.190330000		
T	44.242570000	11.190110000		
T	44.242030000	11.189570000		
T	44.241130000	11.188680000		
T	44.239880000	11.187420000		
T	44.239700000	11.187240000		
T	44.239370000	11.186940000		
T	44.239090000	11.186710000		
T	44.238880000	11.186550000		
T	44.238500000	11.186290000		
T	44.238130000	11.186060000		
T	44.237970000	11.185970000		
T	44.237720000	11.185840000		
T	44.237260000	11.185630000		
T	44.236590000	11.185350000		
T	44.235940000	11.185080000		
T	44.235400000	11.184870000		
T	44.234760000	11.184630000		
T	44.234110000	11.184380000		
T	44.233680000	11.184230000		
T	44.233040000	11.184020000		
T	44.232530000	11.183880000		
T	44.232080000	11.183770000		
T	44.231710000	11.183690000		
T	44.231530000	11.183650000		
T	44.231140000	11.183600000		
T	44.230800000	11.183560000		
T	44.230310000	11.183550000		
T	44.229850000	11.183570000		
T	44.229460000	11.183610000		
T	44.229380000	11.183620000		
T	44.228980000	11.183670000		
T	44.228680000	11.183730000		
T	44.228480000	11.183770000		
T	44.228180000	11.183840000		
T	44.227850000	11.183950000		
T	44.227490000	11.184080000		
T	44.226910000	11.184310000		
T	44.226460000	11.184500000		
T	44.226200000	11.184640000		
T	44.226190000	11.184650000		
T	44.225870000	11.184880000		
T	44.225480000	11.185200000		
T	44.224660000	11.185880000		
T	44.224330000	11.186130000		
T	44.223860000	11.186530000		
T	44.223400000	11.186930000		
T	44.222930000	11.187390000		
T	44.222280000	11.188010000		
T	44.221940000	11.188340000		
T	44.221510000	11.188740000		
T	44.221050000	11.189180000		
T	44.220490000	11.189740000		
T	44.219990000	11.190220000		
T	44.219240000	11.190970000		
T	44.218560000	11.191620000		
T	44.218040000	11.192120000		
T	44.217390000	11.192760000		
T	44.217000000	11.193140000		
T	44.216550000	11.193580000		
T	44.215970000	11.194110000		
T	44.215230000	11.194760000		
T	44.214710000	11.195190000		
T	44.214300000	11.195520000		
T	44.213730000	11.195950000		
T	44.212740000	11.196640000		
T	44.211820000	11.197220000		
T	44.210960000	11.197730000		
T	44.210480000	11.197980000		
T	44.209760000	11.198350000		
T	44.208790000	11.198800000		
T	44.207850000	11.199170000		
T	44.206860000	11.199530000		
T	44.206130000	11.199750000		
T	44.205790000	11.199840000		
T	44.205350000	11.199950000		
T	44.205220000	11.199990000		
T	44.204810000	11.200080000		
T	44.204150000	11.200200000		
T	44.203710000	11.200290000		
T	44.203070000	11.200360000		
T	44.202500000	11.200430000		
T	44.201870000	11.200480000		
T	44.201060000	11.200510000		
T	44.200260000	11.200510000		
T	44.199560000	11.200480000		
T	44.198520000	11.200440000		
T	44.197280000	11.200340000		
T	44.195260000	11.200170000		
T	44.194520000	11.200120000		
T	44.194100000	11.200110000		
T	44.193650000	11.200080000		
T	44.193080000	11.200050000		
T	44.192240000	11.199980000		
T	44.191480000	11.199880000		
T	44.190730000	11.199760000		
T	44.190480000	11.199710000		
T	44.190120000	11.199630000		
T	44.189980000	11.199590000		
T	44.189690000	11.199510000		
T	44.189260000	11.199390000		
T	44.188650000	11.199180000		
T	44.188370000	11.199080000		
T	44.187630000	11.198770000		
T	44.186830000	11.198400000		
T	44.186300000	11.198130000		
T	44.186040000	11.198000000		
T	44.185640000	11.197780000		
T	44.185150000	11.197520000		
T	44.184910000	11.197400000		
T	44.184000000	11.196920000		
T	44.183480000	11.196650000		
T	44.183360000	11.196580000		
T	44.182830000	11.196300000		
T	44.182240000	11.196000000		
T	44.181590000	11.195670000		
T	44.180930000	11.195310000		
T	44.179950000	11.194800000		
T	44.179390000	11.194530000		
T	44.178650000	11.194180000		
T	44.178150000	11.193970000		
T	44.177490000	11.193710000		
T	44.176950000	11.193540000		
T	44.176610000	11.193450000		
T	44.176070000	11.193350000		
T	44.175510000	11.193270000		
T	44.174900000	11.193210000		
T	44.174370000	11.193200000		
T	44.174030000	11.193220000		
T	44.173270000	11.193290000		
T	44.172740000	11.193370000		
T	44.172360000	11.193440000		
T	44.171900000	11.193550000		
T	44.171360000	11.193700000		
T	44.170730000	11.193920000		
T	44.170240000	11.194120000		
T	44.169920000	11.194270000		
T	44.169650000	11.194400000		
T	44.169150000	11.194680000		
T	44.168490000	11.195060000		
T	44.167790000	11.195470000		
T	44.167190000	11.195790000		
T	44.166360000	11.196140000		
T	44.166160000	11.196230000		
T	44.165920000	11.196330000		
T	44.165330000	11.196550000		
T	44.164720000	11.196750000		
T	44.164380000	11.196860000		
T	44.164090000	11.196940000		
T	44.163880000	11.196980000		
T	44.163570000	11.197030000		
T	44.163420000	11.197040000		
T	44.163200000	11.197050000		
T	44.163160000	11.197050000		
T	44.162820000	11.197060000		
T	44.162340000	11.197070000		
T	44.161630000	11.197050000		
T	44.161310000	11.197020000		
T	44.161180000	11.197000000		
T	44.161040000	11.196980000		
T	44.160510000	11.196880000		
T	44.159850000	11.196720000		
T	44.159230000	11.196540000		
T	44.158590000	11.196340000		
T	44.157860000	11.196110000		
T	44.157340000	11.195950000		
T	44.156910000	11.195810000		
T	44.156380000	11.195650000		
T	44.155620000	11.195430000		
T	44.154800000	11.195180000		
T	44.154300000	11.195040000		
T	44.153090000	11.194690000		
T	44.152260000	11.194470000		
T	44.152120000	11.194420000		
T	44.151980000	11.194380000		
T	44.151940000	11.194360000		
T	44.151630000	11.194260000		
T	44.150040000	11.193890000		
T	44.149550000	11.193780000		
T	44.148860000	11.193610000		
T	44.148510000	11.193520000		
T	44.146150000	11.192900000		
T	44.146070000	11.192870000		
T	44.144240000	11.192300000		
T	44.143130000	11.192040000		
T	44.142490000	11.191900000		
T	44.139850000	11.191380000		
T	44.138620000	11.191250000		
T	44.137260000	11.191460000		
T	44.135820000	11.192070000		
T	44.134370000	11.192750000		
T	44.131660000	11.194810000		
T	44.118900000	11.207300000		
T	44.114770000	11.210970000		
T	44.114020000	11.211630000		
T	44.112790000	11.212710000		
T	44.112190000	11.213150000		
T	44.110410000	11.214220000		
T	44.091360000	11.226500000		
T	44.087520000	11.229010000		
T	44.087060000	11.229310000		
T	44.086610000	11.229600000		
T	44.080060000	11.233890000		
T	44.073510000	11.238170000		
T	44.073240000	11.238350000		
T	44.072310000	11.238930000		
T	44.071920000	11.239180000		
T	44.071520000	11.239430000		
T	44.069700000	11.240560000		
T	44.069210000	11.240840000		
T	44.068960000	11.240980000		
T	44.068750000	11.241100000		
T	44.068550000	11.241220000		
T	44.068270000	11.241400000		
T	44.067980000	11.241570000		
T	44.066510000	11.242470000		
T	44.065630000	11.243050000		
T	44.064420000	11.243850000		
T	44.064190000	11.243980000		
T	44.063960000	11.244120000		
T	44.063260000	11.244400000		
T	44.063030000	11.244490000		
T	44.062800000	11.244570000		
T	44.062570000	11.244640000		
T	44.062340000	11.244700000		
T	44.061770000	11.244800000		
T	44.061220000	11.244870000		
T	44.060660000	11.244920000		
T	44.060100000	11.244940000		
T	44.059850000	11.244920000		
T	44.059320000	11.244870000		
T	44.058900000	11.244810000		
T	44.058530000	11.244710000		
T	44.058030000	11.244580000		
T	44.057840000	11.244520000		
T	44.057460000	11.244400000		
T	44.057020000	11.244220000		
T	44.056620000	11.244020000		
T	44.055230000	11.243330000		
T	44.052900000	11.242260000		
T	44.052860000	11.242250000		
T	44.052590000	11.242140000		
T	44.051000000	11.241430000		
T	44.050550000	11.241200000		
T	44.050520000	11.241180000		
T	44.049670000	11.240710000		
T	44.048700000	11.240230000		
T	44.047810000	11.239790000		
T	44.046880000	11.239290000		
T	44.046240000	11.238830000		
T	44.045860000	11.238470000		
T	44.045600000	11.238200000		
T	44.045280000	11.237890000		
T	44.045240000	11.237840000		
T	44.045120000	11.237730000		
T	44.044920000	11.237520000		
T	44.044790000	11.237370000		
T	44.044690000	11.237260000		
T	44.044620000	11.237170000		
T	44.044530000	11.237050000		
T	44.044460000	11.236940000		
T	44.044260000	11.236680000		
T	44.044120000	11.236520000		
T	44.043870000	11.236250000		
T	44.043450000	11.235780000		
T	44.043080000	11.235320000		
T	44.042850000	11.234990000		
T	44.042650000	11.234670000		
T	44.042260000	11.234110000		
T	44.041150000	11.232290000		
T	44.040150000	11.230330000		
T	44.039610000	11.228970000		
T	44.039280000	11.228030000		
T	44.039170000	11.227800000		
T	44.039040000	11.227530000		
T	44.038970000	11.227380000		
T	44.038890000	11.227220000		
T	44.038760000	11.226930000		
T	44.038690000	11.226800000		
T	44.038620000	11.226660000		
T	44.038550000	11.226540000		
T	44.038480000	11.226420000		
T	44.038410000	11.226310000		
T	44.038330000	11.226210000		
T	44.038250000	11.226100000		
T	44.038190000	11.226020000		
T	44.038150000	11.225970000		
T	44.038020000	11.225830000		
T	44.037850000	11.225640000		
T	44.037700000	11.225490000		
T	44.037530000	11.225320000		
T	44.037260000	11.225070000		
T	44.037140000	11.224940000		
T	44.037000000	11.224810000		
T	44.036700000	11.224530000		
T	44.035050000	11.223150000		
T	44.034550000	11.222980000		
T	44.034260000	11.222830000		
T	44.033920000	11.222620000		
T	44.033590000	11.222440000		
T	44.033280000	11.222290000		
T	44.032600000	11.221980000		
T	44.032460000	11.221960000		
T	44.031960000	11.221690000		
T	44.031550000	11.221480000		
T	44.031370000	11.221400000		
T	44.031120000	11.221290000		
T	44.030830000	11.221130000		
T	44.030520000	11.220960000		
T	44.030370000	11.220890000		
T	44.030210000	11.220800000		
T	44.030000000	11.220700000		
T	44.029810000	11.220600000		
T	44.029600000	11.220510000		
T	44.029470000	11.220460000		
T	44.029300000	11.220400000		
T	44.028930000	11.220250000		
T	44.028820000	11.220210000		
T	44.028710000	11.220170000		
T	44.028500000	11.220110000		
T	44.028380000	11.220090000		
T	44.028250000	11.220100000		
T	44.027030000	11.219780000		
T	44.025800000	11.219450000		
T	44.025630000	11.219410000		
T	44.025460000	11.219380000		
T	44.025120000	11.219310000		
T	44.025100000	11.219310000		
T	44.024950000	11.219270000		
T	44.024790000	11.219240000		
T	44.023700000	11.219150000		
T	44.023620000	11.219160000		
T	44.020810000	11.220540000		
T	44.019290000	11.221200000		
T	44.018340000	11.221310000		
T	44.017560000	11.221230000		
T	44.017380000	11.221210000		
T	44.016610000	11.221070000		
T	44.016300000	11.221020000		
T	44.015150000	11.220780000		
T	44.015040000	11.220750000		
T	44.014740000	11.220680000		
T	44.014520000	11.220630000		
T	44.013920000	11.220450000		
T	44.013900000	11.220450000		
T	44.013570000	11.220330000		
T	44.013420000	11.220280000		
T	44.013040000	11.220110000		
T	44.012740000	11.219990000		
T	44.012190000	11.219740000		
T	44.011740000	11.219510000		
T	44.011290000	11.219220000		
T	44.011020000	11.219090000		
T	44.010980000	11.219070000		
T	44.010860000	11.219000000		
T	44.010740000	11.218940000		
T	44.010650000	11.218860000		
T	44.010330000	11.218660000		
T	44.009980000	11.218440000		
T	44.009620000	11.218240000		
T	44.009320000	11.218020000		
T	44.008710000	11.217540000		
T	44.006950000	11.216360000		
T	44.004680000	11.215120000		
T	44.002010000	11.213830000		
T	44.000140000	11.213150000		
T	43.997550000	11.212570000		
T	43.989930000	11.210980000		
T	43.989460000	11.210880000		
T	43.989020000	11.210840000		
T	43.988360000	11.210840000		
T	43.988150000	11.210830000		
T	43.987840000	11.210850000		
T	43.986030000	11.210910000		
T	43.985900000	11.210940000		
T	43.985700000	11.210960000		
T	43.985500000	11.210970000		
T	43.984890000	11.210980000		
T	43.984510000	11.210990000		
T	43.984320000	11.210990000		
T	43.984230000	11.210960000		
T	43.984130000	11.210970000		
T	43.983430000	11.211010000		
T	43.982620000	11.211020000		
T	43.982380000	11.211020000		
T	43.982170000	11.211010000		
T	43.981790000	11.211040000		
T	43.981020000	11.211070000		
T	43.979710000	11.211100000		
T	43.978910000	11.211130000		
T	43.977910000	11.211150000		
T	43.976350000	11.211160000		
T	43.975720000	11.211170000		
T	43.975100000	11.211180000		
T	43.973890000	11.211220000		
T	43.973250000	11.211250000		
T	43.972880000	11.211280000		
T	43.972590000	11.211300000		
T	43.972290000	11.211320000		
T	43.972020000	11.211340000		
T	43.971700000	11.211370000		
T	43.971700000	11.211370000		
T	43.971310000	11.211380000		
T	43.970720000	11.211400000		
T	43.970270000	11.211420000		
T	43.968890000	11.211430000		
T	43.967660000	11.211470000		
T	43.967360000	11.211470000		
T	43.967040000	11.211460000		
T	43.966720000	11.211470000		
T	43.966380000	11.211470000		
T	43.965890000	11.211440000		
T	43.965570000	11.211400000		
T	43.965550000	11.211400000		
T	43.965230000	11.211370000		
T	43.964670000	11.211270000		
T	43.964380000	11.211210000		
T	43.963970000	11.211110000		
T	43.963560000	11.210980000		
T	43.963390000	11.210920000		
T	43.962050000	11.210260000		
T	43.961410000	11.210020000		
T	43.961070000	11.209850000		
T	43.960970000	11.209830000		
T	43.960490000	11.209560000		
T	43.959700000	11.209170000		
T	43.959530000	11.209080000		
T	43.959320000	11.209000000		
T	43.959070000	11.208910000		
T	43.958880000	11.208850000		
T	43.958740000	11.208820000		
T	43.958550000	11.208780000		
T	43.958420000	11.208760000		
T	43.958260000	11.208750000		
T	43.958150000	11.208740000		
T	43.957960000	11.208730000		
T	43.957760000	11.208740000		
T	43.957600000	11.208750000		
T	43.957420000	11.208770000		
T	43.957330000	11.208780000		
T	43.957240000	11.208800000		
T	43.957100000	11.208830000		
T	43.956810000	11.208900000		
T	43.956640000	11.208950000		
T	43.956450000	11.209010000		
T	43.956280000	11.209070000		
T	43.956090000	11.209150000		
T	43.955860000	11.209260000		
T	43.955730000	11.209330000		
T	43.955610000	11.209410000		
T	43.955440000	11.209520000		
T	43.955300000	11.209610000		
T	43.955180000	11.209700000		
T	43.955060000	11.209800000		
T	43.954950000	11.209900000		
T	43.954850000	11.210000000		
T	43.954720000	11.210130000		
T	43.954240000	11.210650000		
T	43.954010000	11.210890000		
T	43.953530000	11.211360000		
T	43.952310000	11.212660000		
T	43.952190000	11.212750000		
T	43.952060000	11.212850000		
T	43.951930000	11.212940000		
T	43.951850000	11.212990000		
T	43.951690000	11.213090000		
T	43.951580000	11.213150000		
T	43.951510000	11.213180000		
T	43.951320000	11.213260000		
T	43.951230000	11.213290000		
T	43.951130000	11.213310000		
T	43.951060000	11.213330000		
T	43.950950000	11.213340000		
T	43.950820000	11.213360000		
T	43.950540000	11.213380000		
T	43.950070000	11.213410000		
T	43.949620000	11.213440000		
T	43.948970000	11.213500000		
T	43.948520000	11.213540000		
T	43.948260000	11.213570000		
T	43.948160000	11.213580000		
T	43.948040000	11.213590000		
T	43.947850000	11.213640000		
T	43.947740000	11.213660000		
T	43.947620000	11.213710000		
T	43.947530000	11.213740000		
T	43.947360000	11.213820000		
T	43.947260000	11.213870000		
T	43.947190000	11.213900000		
T	43.947040000	11.214000000		
T	43.946890000	11.214100000		
T	43.946510000	11.214450000		
T	43.946060000	11.214920000		
T	43.945440000	11.215660000		
T	43.944290000	11.216920000		
T	43.941910000	11.219810000		
T	43.941290000	11.220570000		
T	43.941190000	11.220660000		
T	43.941090000	11.220730000		
T	43.940990000	11.220810000		
T	43.940890000	11.220870000		
T	43.940670000	11.221040000		
T	43.940580000	11.221090000		
T	43.940520000	11.221120000		
T	43.940360000	11.221210000		
T	43.940220000	11.221270000		
T	43.940020000	11.221350000		
T	43.939880000	11.221400000		
T	43.939730000	11.221440000		
T	43.939590000	11.221470000		
T	43.939390000	11.221500000		
T	43.939250000	11.221520000		
T	43.939070000	11.221540000		
T	43.938910000	11.221580000		
T	43.938580000	11.221640000		
T	43.938200000	11.221720000		
T	43.937760000	11.221800000		
T	43.937560000	11.221830000		
T	43.937210000	11.221870000		
T	43.937000000	11.221890000		
T	43.936900000	11.221890000		
