type	lat	lon	name	desc
T	42.806960000	12.036840000		
T	42.806710000	12.037140000		
T	42.806480000	12.037450000		
T	42.806320000	12.037690000		
T	42.806070000	12.038060000		
T	42.805910000	12.038310000		
T	42.805700000	12.038680000		
T	42.805400000	12.039260000		
T	42.805220000	12.039630000		
T	42.804650000	12.041000000		
T	42.804480000	12.041350000		
T	42.804350000	12.041600000		
T	42.804110000	12.042010000		
T	42.804030000	12.042140000		
T	42.803800000	12.042490000		
T	42.803530000	12.042850000		
T	42.803340000	12.043090000		
T	42.803080000	12.043400000		
T	42.802940000	12.043560000		
T	42.802660000	12.043850000		
T	42.802380000	12.044100000		
T	42.802130000	12.044310000		
T	42.802040000	12.044380000		
T	42.801750000	12.044600000		
T	42.801450000	12.044780000		
T	42.801150000	12.044960000		
T	42.799060000	12.046130000		
T	42.798440000	12.046490000		
T	42.798030000	12.046700000		
T	42.797540000	12.046890000		
T	42.797100000	12.047010000		
T	42.796800000	12.047060000		
T	42.796570000	12.047090000		
T	42.796240000	12.047100000		
T	42.795560000	12.047140000		
T	42.794810000	12.047200000		
T	42.794290000	12.047240000		
T	42.793850000	12.047280000		
T	42.790800000	12.047560000		
T	42.790580000	12.047580000		
T	42.789140000	12.047690000		
T	42.788450000	12.047760000		
T	42.786260000	12.047960000		
T	42.779690000	12.048520000		
T	42.779140000	12.048560000		
T	42.777800000	12.048690000		
T	42.776730000	12.048790000		
T	42.776110000	12.048840000		
T	42.776020000	12.048850000		
T	42.775920000	12.048860000		
T	42.775580000	12.048880000		
T	42.775400000	12.048900000		
T	42.774890000	12.048940000		
T	42.774640000	12.048980000		
T	42.774310000	12.049040000		
T	42.774020000	12.049120000		
T	42.773730000	12.049210000		
T	42.773500000	12.049300000		
T	42.773460000	12.049320000		
T	42.773450000	12.049320000		
T	42.773420000	12.049340000		
T	42.773040000	12.049480000		
T	42.772610000	12.049710000		
T	42.771880000	12.050210000		
T	42.771600000	12.050430000		
T	42.771270000	12.050760000		
T	42.771030000	12.050990000		
T	42.770710000	12.051350000		
T	42.770410000	12.051730000		
T	42.769510000	12.052900000		
T	42.769380000	12.053070000		
T	42.768140000	12.054680000		
T	42.768100000	12.054730000		
T	42.768090000	12.054740000		
T	42.768050000	12.054790000		
T	42.765830000	12.057670000		
T	42.765070000	12.058640000		
T	42.765030000	12.058700000		
T	42.764980000	12.058760000		
T	42.762990000	12.061330000		
T	42.760430000	12.064640000		
T	42.759520000	12.065830000		
T	42.759450000	12.065910000		
T	42.759390000	12.065990000		
T	42.754960000	12.071710000		
T	42.754910000	12.071780000		
T	42.752900000	12.074370000		
T	42.752640000	12.074710000		
T	42.752590000	12.074770000		
T	42.752540000	12.074840000		
T	42.751950000	12.075600000		
T	42.751230000	12.076530000		
T	42.749970000	12.078190000		
T	42.748530000	12.080050000		
T	42.747870000	12.080900000		
T	42.747100000	12.081900000		
T	42.746410000	12.082800000		
T	42.745590000	12.083850000		
T	42.745120000	12.084450000		
T	42.744790000	12.084890000		
T	42.743940000	12.085980000		
T	42.743620000	12.086400000		
T	42.743030000	12.087200000		
T	42.742710000	12.087640000		
T	42.742680000	12.087680000		
T	42.742650000	12.087730000		
T	42.742190000	12.088470000		
T	42.741920000	12.088910000		
T	42.741700000	12.089310000		
T	42.741380000	12.089890000		
T	42.741000000	12.090630000		
T	42.740830000	12.090980000		
T	42.740550000	12.091600000		
T	42.740230000	12.092360000		
T	42.739700000	12.093680000		
T	42.739020000	12.095410000		
T	42.738410000	12.096950000		
T	42.737790000	12.098500000		
T	42.736960000	12.100570000		
T	42.736910000	12.100660000		
T	42.736870000	12.100760000		
T	42.736820000	12.100880000		
T	42.736770000	12.100990000		
T	42.736410000	12.101900000		
T	42.735910000	12.103160000		
T	42.735230000	12.104870000		
T	42.734970000	12.105530000		
T	42.734710000	12.106180000		
T	42.734310000	12.107180000		
T	42.734280000	12.107260000		
T	42.734270000	12.107270000		
T	42.734230000	12.107360000		
T	42.734140000	12.107600000		
T	42.733990000	12.107960000		
T	42.733790000	12.108460000		
T	42.733530000	12.109110000		
T	42.733270000	12.109750000		
T	42.732960000	12.110530000		
T	42.732750000	12.111060000		
T	42.732490000	12.111710000		
T	42.732010000	12.112910000		
T	42.731650000	12.113820000		
T	42.731540000	12.114090000		
T	42.731380000	12.114500000		
T	42.731020000	12.115420000		
T	42.730750000	12.116080000		
T	42.730330000	12.117120000		
T	42.730020000	12.117910000		
T	42.729960000	12.118050000		
T	42.729910000	12.118180000		
T	42.729240000	12.119870000		
T	42.729130000	12.120140000		
T	42.728990000	12.120480000		
T	42.728820000	12.120890000		
T	42.728620000	12.121400000		
T	42.728370000	12.122050000		
T	42.728140000	12.122630000		
T	42.727900000	12.123220000		
T	42.727690000	12.123740000		
T	42.727540000	12.124130000		
T	42.727530000	12.124140000		
T	42.727370000	12.124530000		
T	42.727370000	12.124540000		
T	42.727260000	12.124800000		
T	42.727180000	12.125020000		
T	42.727050000	12.125330000		
T	42.726920000	12.125670000		
T	42.726740000	12.126110000		
T	42.726640000	12.126350000		
T	42.726560000	12.126560000		
T	42.726480000	12.126760000		
T	42.726360000	12.127050000		
T	42.726230000	12.127370000		
T	42.726010000	12.127930000		
T	42.725790000	12.128480000		
T	42.725360000	12.129570000		
T	42.725110000	12.130170000		
T	42.724600000	12.131450000		
T	42.724310000	12.132170000		
T	42.723610000	12.133930000		
T	42.723340000	12.134590000		
T	42.723290000	12.134730000		
T	42.723150000	12.135060000		
T	42.723050000	12.135310000		
T	42.722980000	12.135480000		
T	42.722920000	12.135650000		
T	42.722400000	12.136960000		
T	42.721940000	12.138120000		
T	42.721900000	12.138220000		
T	42.721860000	12.138330000		
T	42.721790000	12.138510000		
T	42.721110000	12.140200000		
T	42.720780000	12.140990000		
T	42.720740000	12.141100000		
T	42.720730000	12.141120000		
T	42.720690000	12.141220000		
T	42.720510000	12.141600000		
T	42.720400000	12.141850000		
T	42.720160000	12.142330000		
T	42.719850000	12.142940000		
T	42.719420000	12.143730000		
T	42.719310000	12.143900000		
T	42.719300000	12.143930000		
T	42.719210000	12.144070000		
T	42.719000000	12.144430000		
T	42.718520000	12.145170000		
T	42.718340000	12.145420000		
T	42.718070000	12.145810000		
T	42.717840000	12.146110000		
T	42.717740000	12.146250000		
T	42.717720000	12.146270000		
T	42.717620000	12.146400000		
T	42.717520000	12.146530000		
T	42.717350000	12.146740000		
T	42.717200000	12.146920000		
T	42.716880000	12.147290000		
T	42.716510000	12.147720000		
T	42.716260000	12.148010000		
T	42.715140000	12.149280000		
T	42.714030000	12.150550000		
T	42.713820000	12.150800000		
T	42.713810000	12.150800000		
T	42.713430000	12.151240000		
T	42.712870000	12.151870000		
T	42.712190000	12.152660000		
T	42.711780000	12.153120000		
T	42.711610000	12.153310000		
T	42.710880000	12.154150000		
T	42.709650000	12.155560000		
T	42.708750000	12.156580000		
T	42.707770000	12.157700000		
T	42.707420000	12.158120000		
T	42.707100000	12.158520000		
T	42.706790000	12.158930000		
T	42.706520000	12.159310000		
T	42.706230000	12.159750000		
T	42.706000000	12.160110000		
T	42.705800000	12.160460000		
T	42.705570000	12.160870000		
T	42.705290000	12.161380000		
T	42.705120000	12.161730000		
T	42.705000000	12.161990000		
T	42.704830000	12.162360000		
T	42.704650000	12.162780000		
T	42.704510000	12.163120000		
T	42.704430000	12.163340000		
T	42.704330000	12.163600000		
T	42.704220000	12.163890000		
T	42.704100000	12.164250000		
T	42.704010000	12.164530000		
T	42.703890000	12.164910000		
T	42.703770000	12.165320000		
T	42.702320000	12.170600000		
T	42.701770000	12.172590000		
T	42.701290000	12.174340000		
T	42.700310000	12.177900000		
T	42.699690000	12.180140000		
T	42.699410000	12.181150000		
T	42.699240000	12.181770000		
T	42.698980000	12.182710000		
T	42.698880000	12.183110000		
T	42.698820000	12.183380000		
T	42.698770000	12.183690000		
T	42.698740000	12.183870000		
T	42.698710000	12.184080000		
T	42.698680000	12.184360000		
T	42.698660000	12.184670000		
T	42.698640000	12.184930000		
T	42.698640000	12.185160000		
T	42.698640000	12.185490000		
T	42.698660000	12.185850000		
T	42.698670000	12.186050000		
T	42.698910000	12.188670000		
T	42.699220000	12.192100000		
T	42.699260000	12.192510000		
T	42.699280000	12.192830000		
T	42.699290000	12.193110000		
T	42.699290000	12.193310000		
T	42.699280000	12.193570000		
T	42.699260000	12.193820000		
T	42.699230000	12.194130000		
T	42.699190000	12.194410000		
T	42.699150000	12.194690000		
T	42.699090000	12.194950000		
T	42.699020000	12.195230000		
T	42.698940000	12.195500000		
T	42.698840000	12.195800000		
T	42.698750000	12.196030000		
T	42.698610000	12.196400000		
T	42.698060000	12.197820000		
T	42.697760000	12.198620000		
T	42.697710000	12.198730000		
T	42.697670000	12.198830000		
T	42.697540000	12.199180000		
T	42.697190000	12.200080000		
T	42.696800000	12.201100000		
T	42.696500000	12.201860000		
T	42.696140000	12.202780000		
T	42.696060000	12.202990000		
T	42.695870000	12.203400000		
T	42.695760000	12.203630000		
T	42.695670000	12.203810000		
T	42.695570000	12.203990000		
T	42.695430000	12.204240000		
T	42.695240000	12.204580000		
T	42.695020000	12.204910000		
T	42.694740000	12.205330000		
T	42.694650000	12.205450000		
T	42.694520000	12.205630000		
T	42.694380000	12.205810000		
T	42.694060000	12.206190000		
T	42.693780000	12.206490000		
T	42.693550000	12.206710000		
T	42.693460000	12.206800000		
T	42.693280000	12.206970000		
T	42.693180000	12.207050000		
T	42.692930000	12.207270000		
T	42.692310000	12.207810000		
T	42.691930000	12.208130000		
T	42.691220000	12.208730000		
T	42.691080000	12.208860000		
T	42.690940000	12.208970000		
T	42.690770000	12.209100000		
T	42.690570000	12.209260000		
T	42.690480000	12.209320000		
T	42.690380000	12.209400000		
T	42.690180000	12.209520000		
T	42.689980000	12.209650000		
T	42.689720000	12.209800000		
T	42.689500000	12.209910000		
T	42.689310000	12.210000000		
T	42.689100000	12.210100000		
T	42.688900000	12.210190000		
T	42.688700000	12.210260000		
T	42.688510000	12.210330000		
T	42.688390000	12.210370000		
T	42.688190000	12.210430000		
T	42.687970000	12.210480000		
T	42.687570000	12.210570000		
T	42.687050000	12.210690000		
T	42.685890000	12.210940000		
T	42.685250000	12.211080000		
T	42.684940000	12.211150000		
T	42.684550000	12.211230000		
T	42.684330000	12.211270000		
T	42.684130000	12.211300000		
T	42.683980000	12.211320000		
T	42.683710000	12.211350000		
T	42.683490000	12.211360000		
T	42.683260000	12.211370000		
T	42.683120000	12.211370000		
T	42.682940000	12.211360000		
T	42.682760000	12.211350000		
T	42.682540000	12.211340000		
T	42.682320000	12.211310000		
T	42.682110000	12.211280000		
T	42.681900000	12.211250000		
T	42.681630000	12.211190000		
T	42.681390000	12.211140000		
T	42.681070000	12.211070000		
T	42.680220000	12.210870000		
T	42.679280000	12.210660000		
T	42.678740000	12.210550000		
T	42.678220000	12.210440000		
T	42.677500000	12.210280000		
T	42.677280000	12.210240000		
T	42.677060000	12.210220000		
T	42.676930000	12.210210000		
T	42.676840000	12.210200000		
T	42.676630000	12.210200000		
T	42.676410000	12.210210000		
T	42.676250000	12.210220000		
T	42.675990000	12.210250000		
T	42.675880000	12.210280000		
T	42.675660000	12.210320000		
T	42.675530000	12.210350000		
T	42.675460000	12.210380000		
T	42.675150000	12.210480000		
T	42.675040000	12.210530000		
T	42.674830000	12.210620000		
T	42.674640000	12.210710000		
T	42.674390000	12.210840000		
T	42.674250000	12.210920000		
T	42.674040000	12.211050000		
T	42.673840000	12.211180000		
T	42.673760000	12.211250000		
T	42.673650000	12.211330000		
T	42.673460000	12.211480000		
T	42.673300000	12.211630000		
T	42.673040000	12.211880000		
T	42.672780000	12.212140000		
T	42.672520000	12.212430000		
T	42.672270000	12.212690000		
T	42.672090000	12.212850000		
T	42.671910000	12.213010000		
T	42.671720000	12.213170000		
T	42.671640000	12.213240000		
T	42.671280000	12.213520000		
T	42.670910000	12.213810000		
T	42.670480000	12.214150000		
T	42.670090000	12.214480000		
T	42.669960000	12.214590000		
T	42.669830000	12.214700000		
T	42.669820000	12.214710000		
T	42.669280000	12.215170000		
T	42.668770000	12.215600000		
T	42.668640000	12.215710000		
T	42.668210000	12.216070000		
T	42.668090000	12.216170000		
T	42.667940000	12.216320000		
T	42.667680000	12.216580000		
T	42.667250000	12.217050000		
T	42.667240000	12.217060000		
T	42.666860000	12.217480000		
T	42.666680000	12.217670000		
T	42.666570000	12.217790000		
T	42.666430000	12.217920000		
T	42.666310000	12.218020000		
T	42.666220000	12.218100000		
T	42.666050000	12.218220000		
T	42.665940000	12.218290000		
T	42.665850000	12.218340000		
T	42.665750000	12.218400000		
T	42.665640000	12.218450000		
T	42.665540000	12.218500000		
T	42.665350000	12.218570000		
T	42.665130000	12.218640000		
T	42.664800000	12.218720000		
T	42.664500000	12.218800000		
T	42.664300000	12.218850000		
T	42.664180000	12.218880000		
T	42.664080000	12.218910000		
T	42.663750000	12.218990000		
T	42.663640000	12.219030000		
T	42.663540000	12.219060000		
T	42.663360000	12.219130000		
T	42.663260000	12.219180000		
T	42.663040000	12.219290000		
T	42.662860000	12.219410000		
T	42.662670000	12.219560000		
T	42.662490000	12.219710000		
T	42.662310000	12.219880000		
T	42.662140000	12.220060000		
T	42.662000000	12.220240000		
T	42.661840000	12.220450000		
T	42.661700000	12.220660000		
T	42.661500000	12.221000000		
T	42.661280000	12.221350000		
T	42.661080000	12.221680000		
T	42.660880000	12.222000000		
T	42.660760000	12.222210000		
T	42.660710000	12.222280000		
T	42.660600000	12.222440000		
T	42.660510000	12.222540000		
T	42.660380000	12.222700000		
T	42.660280000	12.222820000		
T	42.660100000	12.223000000		
T	42.659910000	12.223160000		
T	42.659720000	12.223300000		
T	42.659560000	12.223400000		
T	42.659450000	12.223460000		
T	42.659300000	12.223540000		
T	42.659150000	12.223610000		
T	42.659030000	12.223660000		
T	42.658860000	12.223720000		
T	42.658740000	12.223760000		
T	42.658620000	12.223780000		
T	42.658530000	12.223800000		
T	42.658400000	12.223820000		
T	42.658220000	12.223840000		
T	42.658010000	12.223840000		
T	42.657790000	12.223830000		
T	42.657590000	12.223800000		
T	42.657400000	12.223750000		
T	42.657190000	12.223690000		
T	42.656990000	12.223620000		
T	42.656780000	12.223550000		
T	42.656550000	12.223480000		
T	42.656350000	12.223400000		
T	42.656080000	12.223310000		
T	42.655630000	12.223160000		
T	42.655270000	12.223040000		
T	42.654020000	12.222620000		
T	42.653820000	12.222560000		
T	42.653730000	12.222540000		
T	42.653610000	12.222510000		
T	42.653500000	12.222490000		
T	42.653410000	12.222480000		
T	42.653290000	12.222460000		
T	42.653180000	12.222450000		
T	42.652970000	12.222440000		
T	42.652760000	12.222440000		
T	42.652550000	12.222460000		
T	42.652350000	12.222490000		
T	42.652130000	12.222540000		
T	42.651920000	12.222590000		
T	42.651800000	12.222630000		
T	42.651710000	12.222670000		
T	42.651520000	12.222740000		
T	42.651400000	12.222800000		
T	42.651300000	12.222850000		
T	42.651120000	12.222950000		
T	42.650820000	12.223140000		
T	42.650550000	12.223330000		
T	42.650250000	12.223530000		
T	42.649960000	12.223730000		
T	42.649670000	12.223940000		
T	42.649010000	12.224390000		
T	42.648720000	12.224590000		
T	42.648430000	12.224790000		
T	42.648140000	12.224980000		
T	42.647780000	12.225230000		
T	42.647460000	12.225450000		
T	42.646980000	12.225780000		
T	42.646720000	12.225960000		
T	42.646600000	12.226030000		
T	42.646510000	12.226090000		
T	42.646420000	12.226150000		
T	42.646330000	12.226200000		
T	42.646190000	12.226270000		
T	42.646000000	12.226370000		
T	42.645800000	12.226470000		
T	42.645690000	12.226520000		
T	42.645490000	12.226610000		
T	42.645380000	12.226660000		
T	42.645270000	12.226700000		
T	42.645060000	12.226770000		
T	42.644770000	12.226870000		
T	42.644550000	12.226930000		
T	42.644330000	12.226990000		
T	42.643920000	12.227070000		
T	42.643460000	12.227160000		
T	42.643410000	12.227170000		
T	42.643370000	12.227180000		
T	42.642720000	12.227300000		
T	42.641970000	12.227450000		
T	42.641230000	12.227600000		
T	42.641120000	12.227620000		
T	42.640350000	12.227770000		
T	42.639770000	12.227880000		
T	42.638540000	12.228120000		
T	42.638320000	12.228160000		
T	42.637330000	12.228370000		
T	42.637140000	12.228400000		
T	42.637030000	12.228420000		
T	42.636070000	12.228620000		
T	42.634740000	12.228890000		
T	42.634560000	12.228920000		
T	42.634130000	12.229010000		
T	42.633370000	12.229160000		
T	42.632640000	12.229310000		
T	42.631760000	12.229490000		
T	42.631700000	12.229500000		
T	42.631640000	12.229510000		
T	42.630960000	12.229650000		
T	42.630000000	12.229840000		
T	42.629950000	12.229850000		
T	42.629920000	12.229860000		
T	42.629840000	12.229870000		
T	42.629340000	12.229970000		
T	42.629230000	12.229990000		
T	42.628580000	12.230120000		
T	42.628480000	12.230140000		
T	42.628130000	12.230210000		
T	42.627110000	12.230410000		
T	42.626800000	12.230470000		
T	42.626270000	12.230570000		
T	42.626190000	12.230590000		
T	42.625880000	12.230650000		
T	42.625530000	12.230720000		
T	42.625130000	12.230800000		
T	42.624810000	12.230860000		
T	42.624480000	12.230930000		
T	42.624310000	12.230960000		
T	42.623470000	12.231130000		
T	42.622520000	12.231320000		
T	42.622400000	12.231350000		
T	42.622020000	12.231420000		
T	42.621120000	12.231590000		
T	42.620880000	12.231640000		
T	42.620460000	12.231720000		
T	42.619980000	12.231820000		
T	42.619920000	12.231830000		
T	42.619820000	12.231850000		
T	42.619400000	12.231940000		
T	42.618850000	12.232040000		
T	42.618110000	12.232180000		
T	42.617040000	12.232390000		
T	42.616730000	12.232460000		
T	42.616030000	12.232610000		
T	42.615450000	12.232730000		
T	42.614580000	12.232900000		
T	42.614170000	12.232990000		
T	42.613850000	12.233050000		
T	42.613530000	12.233120000		
T	42.613310000	12.233160000		
T	42.612890000	12.233240000		
T	42.612670000	12.233280000		
T	42.612560000	12.233310000		
T	42.612360000	12.233340000		
T	42.612050000	12.233400000		
T	42.610590000	12.233700000		
T	42.610420000	12.233730000		
T	42.609590000	12.233890000		
T	42.608740000	12.234060000		
T	42.608320000	12.234140000		
T	42.607890000	12.234220000		
T	42.607810000	12.234240000		
T	42.607480000	12.234310000		
T	42.607070000	12.234390000		
T	42.606310000	12.234540000		
T	42.605670000	12.234670000		
T	42.604930000	12.234820000		
T	42.604410000	12.234920000		
T	42.603860000	12.235040000		
T	42.603770000	12.235060000		
T	42.603680000	12.235080000		
T	42.603030000	12.235210000		
T	42.602820000	12.235250000		
T	42.602180000	12.235380000		
T	42.601750000	12.235460000		
T	42.601540000	12.235500000		
T	42.600840000	12.235640000		
T	42.600580000	12.235690000		
T	42.599750000	12.235850000		
T	42.599520000	12.235900000		
T	42.599000000	12.236000000		
T	42.598370000	12.236120000		
T	42.597950000	12.236200000		
T	42.597890000	12.236210000		
T	42.597420000	12.236310000		
T	42.596960000	12.236400000		
T	42.596250000	12.236550000		
T	42.595700000	12.236660000		
T	42.594610000	12.236880000		
T	42.593540000	12.237090000		
T	42.592900000	12.237210000		
T	42.592440000	12.237300000		
T	42.591940000	12.237420000		
T	42.591610000	12.237510000		
T	42.591560000	12.237530000		
T	42.591100000	12.237670000		
T	42.590750000	12.237780000		
T	42.590580000	12.237850000		
T	42.590160000	12.238010000		
T	42.589710000	12.238200000		
T	42.589120000	12.238470000		
T	42.588200000	12.238900000		
T	42.587580000	12.239190000		
T	42.587400000	12.239270000		
T	42.585670000	12.240090000		
T	42.584570000	12.240600000		
T	42.584210000	12.240770000		
T	42.584130000	12.240810000		
T	42.584060000	12.240830000		
T	42.584020000	12.240860000		
T	42.582810000	12.241410000		
T	42.582510000	12.241550000		
T	42.582380000	12.241610000		
T	42.582330000	12.241630000		
T	42.582260000	12.241670000		
T	42.581890000	12.241840000		
T	42.581290000	12.242120000		
T	42.580040000	12.242700000		
T	42.579530000	12.242940000		
T	42.578880000	12.243230000		
T	42.578360000	12.243460000		
T	42.577230000	12.243990000		
T	42.576120000	12.244510000		
T	42.575690000	12.244710000		
T	42.573820000	12.245580000		
T	42.572380000	12.246250000		
T	42.572230000	12.246320000		
T	42.572210000	12.246320000		
T	42.572070000	12.246390000		
T	42.567760000	12.248370000		
T	42.567590000	12.248430000		
T	42.567560000	12.248440000		
T	42.567420000	12.248490000		
T	42.566710000	12.248810000		
T	42.564480000	12.249840000		
T	42.562850000	12.250600000		
T	42.562780000	12.250630000		
T	42.562770000	12.250640000		
T	42.562680000	12.250680000		
T	42.562360000	12.250820000		
T	42.561650000	12.251150000		
T	42.560230000	12.251810000		
T	42.559810000	12.252010000		
T	42.559210000	12.252280000		
T	42.558390000	12.252660000		
T	42.557990000	12.252850000		
T	42.557480000	12.253090000		
T	42.556940000	12.253340000		
T	42.556150000	12.253710000		
T	42.555740000	12.253900000		
T	42.555500000	12.254010000		
T	42.555140000	12.254180000		
T	42.554820000	12.254330000		
T	42.554000000	12.254700000		
T	42.553770000	12.254800000		
T	42.553730000	12.254820000		
T	42.553200000	12.255050000		
T	42.552770000	12.255220000		
T	42.552270000	12.255410000		
T	42.551550000	12.255670000		
T	42.551030000	12.255840000		
T	42.550720000	12.255940000		
T	42.550280000	12.256060000		
T	42.549360000	12.256320000		
T	42.548840000	12.256460000		
T	42.548510000	12.256540000		
T	42.548210000	12.256630000		
T	42.547580000	12.256780000		
T	42.547270000	12.256860000		
T	42.546850000	12.256970000		
T	42.546530000	12.257060000		
T	42.545820000	12.257270000		
T	42.545490000	12.257350000		
T	42.544340000	12.257660000		
T	42.543910000	12.257770000		
T	42.543490000	12.257870000		
T	42.543070000	12.257980000		
T	42.542130000	12.258230000		
T	42.541620000	12.258360000		
T	42.541180000	12.258470000		
T	42.540770000	12.258580000		
T	42.540440000	12.258660000		
T	42.540120000	12.258740000		
T	42.539810000	12.258820000		
T	42.539480000	12.258900000		
T	42.538950000	12.259030000		
T	42.538440000	12.259170000		
T	42.537800000	12.259330000		
T	42.537370000	12.259450000		
T	42.536630000	12.259640000		
T	42.536000000	12.259810000		
T	42.535470000	12.259940000		
T	42.534740000	12.260140000		
T	42.533930000	12.260350000		
T	42.533620000	12.260430000		
T	42.533310000	12.260510000		
T	42.531550000	12.260970000		
T	42.530490000	12.261240000		
T	42.529850000	12.261410000		
T	42.529310000	12.261550000		
T	42.529020000	12.261640000		
T	42.528830000	12.261700000		
T	42.528650000	12.261760000		
T	42.528620000	12.261770000		
T	42.528470000	12.261830000		
T	42.528270000	12.261910000		
T	42.528060000	12.262000000		
T	42.527760000	12.262140000		
T	42.527430000	12.262300000		
T	42.527220000	12.262410000		
T	42.526930000	12.262580000		
T	42.526690000	12.262730000		
T	42.526350000	12.262950000		
T	42.526190000	12.263060000		
T	42.525940000	12.263250000		
T	42.525770000	12.263380000		
T	42.525580000	12.263530000		
T	42.525360000	12.263720000		
T	42.525220000	12.263840000		
T	42.525020000	12.264020000		
T	42.524930000	12.264100000		
T	42.524850000	12.264180000		
T	42.524660000	12.264360000		
T	42.524390000	12.264650000		
T	42.524150000	12.264910000		
T	42.523980000	12.265100000		
T	42.523820000	12.265300000		
T	42.523670000	12.265480000		
T	42.523560000	12.265620000		
T	42.523350000	12.265910000		
T	42.523120000	12.266220000		
T	42.522960000	12.266450000		
T	42.522820000	12.266670000		
T	42.522600000	12.267020000		
T	42.522400000	12.267360000		
T	42.522280000	12.267580000		
T	42.522140000	12.267830000		
T	42.521950000	12.268200000		
T	42.521710000	12.268680000		
T	42.521580000	12.268990000		
T	42.521490000	12.269190000		
T	42.521360000	12.269500000		
T	42.521340000	12.269550000		
T	42.521070000	12.270260000		
T	42.520990000	12.270510000		
T	42.520940000	12.270640000		
T	42.520810000	12.271050000		
T	42.520690000	12.271480000		
T	42.520660000	12.271590000		
T	42.520590000	12.271860000		
T	42.520480000	12.272280000		
T	42.520230000	12.273290000		
T	42.520020000	12.274150000		
T	42.519860000	12.274850000		
T	42.519680000	12.275570000		
T	42.519480000	12.276360000		
T	42.519230000	12.277390000		
T	42.519130000	12.277800000		
T	42.519110000	12.277900000		
T	42.519060000	12.278080000		
T	42.518980000	12.278430000		
T	42.518890000	12.278790000		
T	42.518740000	12.279400000		
T	42.518600000	12.279960000		
T	42.518500000	12.280320000		
T	42.518430000	12.280540000		
T	42.518370000	12.280710000		
T	42.518260000	12.281030000		
T	42.518130000	12.281380000		
T	42.518010000	12.281650000		
T	42.517840000	12.282020000		
T	42.517720000	12.282250000		
T	42.517660000	12.282370000		
T	42.517490000	12.282670000		
T	42.517320000	12.282950000		
T	42.517190000	12.283150000		
T	42.516900000	12.283560000		
T	42.516750000	12.283760000		
T	42.516510000	12.284060000		
T	42.516270000	12.284350000		
T	42.516030000	12.284640000		
T	42.515730000	12.285010000		
T	42.515390000	12.285420000		
T	42.515070000	12.285810000		
T	42.514740000	12.286210000		
T	42.514270000	12.286780000		
T	42.513870000	12.287260000		
T	42.513470000	12.287740000		
T	42.513080000	12.288210000		
T	42.512650000	12.288730000		
T	42.512490000	12.288930000		
T	42.512260000	12.289210000		
T	42.511990000	12.289540000		
T	42.511490000	12.290150000		
T	42.511220000	12.290470000		
T	42.510700000	12.291120000		
T	42.510470000	12.291440000		
T	42.510360000	12.291590000		
T	42.510190000	12.291850000		
T	42.509940000	12.292230000		
T	42.509760000	12.292530000		
T	42.509730000	12.292580000		
T	42.509570000	12.292840000		
T	42.509310000	12.293310000		
T	42.509160000	12.293580000		
T	42.508490000	12.294950000		
T	42.508140000	12.295660000		
T	42.507680000	12.296610000		
T	42.507580000	12.296830000		
T	42.506950000	12.298110000		
T	42.505080000	12.301950000		
T	42.504720000	12.302700000		
T	42.503840000	12.304480000		
T	42.503600000	12.304990000		
T	42.503290000	12.305620000		
T	42.502990000	12.306240000		
T	42.502710000	12.306820000		
T	42.502260000	12.307670000		
T	42.501820000	12.308490000		
T	42.501710000	12.308660000		
T	42.501560000	12.308910000		
T	42.501390000	12.309180000		
T	42.500870000	12.309970000		
T	42.500500000	12.310520000		
T	42.500140000	12.311070000		
T	42.499010000	12.312810000		
T	42.498300000	12.313890000		
T	42.498030000	12.314310000		
T	42.497420000	12.315260000		
T	42.497380000	12.315310000		
T	42.496450000	12.316770000		
T	42.495890000	12.317610000		
T	42.494950000	12.319030000		
T	42.494090000	12.320350000		
T	42.493650000	12.321000000		
T	42.493450000	12.321300000		
T	42.492950000	12.322050000		
T	42.492600000	12.322590000		
T	42.492160000	12.323290000		
T	42.491170000	12.324800000		
T	42.490690000	12.325540000		
T	42.489960000	12.326590000		
T	42.489430000	12.327330000		
T	42.489180000	12.327670000		
T	42.488720000	12.328280000		
T	42.487420000	12.330000000		
T	42.487420000	12.330010000		
T	42.486910000	12.330680000		
T	42.486040000	12.331820000		
T	42.485430000	12.332630000		
T	42.484890000	12.333340000		
T	42.484070000	12.334430000		
T	42.483520000	12.335150000		
T	42.482980000	12.335860000		
T	42.482070000	12.337070000		
T	42.481060000	12.338390000		
T	42.480490000	12.339150000		
T	42.480070000	12.339710000		
T	42.479390000	12.340610000		
T	42.478930000	12.341200000		
T	42.478330000	12.342000000		
T	42.478220000	12.342120000		
T	42.477910000	12.342500000		
T	42.477500000	12.342970000		
T	42.477410000	12.343070000		
T	42.477070000	12.343420000		
T	42.476760000	12.343750000		
T	42.475860000	12.344620000		
T	42.475300000	12.345150000		
T	42.475270000	12.345190000		
T	42.475240000	12.345220000		
T	42.474000000	12.346400000		
T	42.473740000	12.346650000		
T	42.473220000	12.347150000		
T	42.472880000	12.347490000		
T	42.472620000	12.347780000		
T	42.472390000	12.348050000		
T	42.472160000	12.348340000		
T	42.471940000	12.348640000		
T	42.471790000	12.348860000		
T	42.471640000	12.349090000		
T	42.471490000	12.349330000		
T	42.471310000	12.349640000		
T	42.471180000	12.349880000		
T	42.471050000	12.350120000		
T	42.470930000	12.350350000		
